"","Japanese_Name","Pokedex_Number","Classfication","Generation","Region","Is_Legendary","Type_1","Type_2","Abiity_1","Abiity_2","Abiity_3","Abiity_4","Abiity_5","Abiity_6","Against_Bug","Against_Dark","Against_Dragon","Against_Electric","Against_Fairy","Against_Fight","Against_Fire","Against_Flying","Against_Ghost","Against_Grass","Against_Ground","Against_Ice","Against_Normal","Against_Poison","Against_Psychic","Against_Rock","Against_Steel","Against_Water","Hp","Height_m","Weight_Kg","Attack","Defense","Sp_Attack","Sp_Defense","Speed","Region.1","Base_Egg_Steps","Experience_Growth","Base_Happiness","Base_Total","Capture_Rate"
"Probopass","Dainose<U+30C0><U+30A4><U+30CE><U+30FC><U+30BA>",476,"Compass Pokémon","IV","Sinnoh",0,"Rock","Steel","Sturdy"," Magnet Pull"," Sand Force",NA,NA,NA,0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,60,1.4,340,55,145,75,150,40,"Sinnoh",5120,1000000,70,525,"60"
"Dusknoir","Yonoir<U+30E8><U+30CE><U+30EF><U+30FC><U+30EB>",477,"Gripper Pokémon","IV","Sinnoh",0,"Ghost","None","Pressure"," Frisk",NA,NA,NA,NA,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,45,2.2,106.6,100,135,65,135,45,"Sinnoh",6400,800000,35,525,"45"
"Froslass","Yukimenoko<U+30E6><U+30AD><U+30E1><U+30CE><U+30B3>",478,"Snow Land Pokémon","IV","Sinnoh",0,"Ice","Ghost","Snow Cloak"," Cursed Body",NA,NA,NA,NA,0.5,2,1,1,1,0,2,1,2,1,1,0.5,0,0.5,1,2,2,1,70,1.3,26.6,80,70,80,70,110,"Sinnoh",5120,1000000,70,480,"75"
"Rotom","Rotom<U+30ED><U+30C8><U+30E0>",479,"Plasma Pokémon","IV","Sinnoh",0,"Electric","Ghost","Levitate",NA,NA,NA,NA,NA,0.5,2,1,0.5,1,0,1,0.5,2,1,2,1,0,0.5,1,1,0.5,1,50,0.3,0.3,65,107,105,107,86,"Sinnoh",5120,1000000,70,520,"45"
"Uxie","Yuxie<U+30E6><U+30AF><U+30B7><U+30FC>",480,"Knowledge Pokémon","IV","Sinnoh",1,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,0.3,0.3,75,130,75,130,95,"Sinnoh",20480,1250000,140,580,"3"
"Mesprit","Emrit<U+30A8><U+30E0><U+30EA><U+30C3><U+30C8>",481,"Emotion Pokémon","IV","Sinnoh",1,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,80,0.3,0.3,105,105,105,105,80,"Sinnoh",20480,1250000,140,580,"3"
"Azelf","Agnome<U+30A2><U+30B0><U+30CE><U+30E0>",482,"Willpower Pokémon","IV","Sinnoh",1,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,0.3,0.3,125,70,125,70,115,"Sinnoh",20480,1250000,140,580,"3"
"Dialga","Dialga<U+30C7><U+30A3><U+30A2><U+30EB><U+30AC>",483,"Temporal Pokémon","IV","Sinnoh",1,"Steel","Dragon","Pressure"," Telepathy",NA,NA,NA,NA,0.5,1,1,0.5,1,2,1,0.5,1,0.25,2,1,0.5,0,0.5,0.5,0.5,0.5,100,5.4,683,120,120,150,100,90,"Sinnoh",30720,1250000,0,680,"3"
"Palkia","Palkia<U+30D1><U+30EB><U+30AD><U+30A2>",484,"Spatial Pokémon","IV","Sinnoh",1,"Water","Dragon","Pressure"," Telepathy",NA,NA,NA,NA,1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,90,4.2,336,120,100,150,120,100,"Sinnoh",30720,1250000,0,680,"3"
"Heatran","Heatran<U+30D2><U+30FC><U+30C9><U+30E9><U+30F3>",485,"Lava Dome Pokémon","IV","Sinnoh",1,"Fire","Steel","Flash Fire"," Flame Body",NA,NA,NA,NA,0.25,1,0.5,1,0.25,2,1,0.5,1,0.25,4,0.25,0.5,0,0.5,1,0.25,2,91,1.7,430,90,106,130,106,77,"Sinnoh",2560,1250000,100,600,"3"
"Regigigas","Regigigas<U+30EC><U+30B8><U+30AE><U+30AC><U+30B9>",486,"Colossal Pokémon","IV","Sinnoh",1,"Normal","None","Slow Start",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3.7,420,160,110,80,110,100,"Sinnoh",30720,1250000,0,670,"3"
"Giratina","Giratina (another Forme)<U+30AE><U+30E9><U+30C6><U+30A3><U+30CA>",487,"Renegade Pokémon","IV","Sinnoh",1,"Ghost","Dragon","Pressure"," Telepathy"," Levitate",NA,NA,NA,0.5,2,2,0.5,2,0,0.5,1,2,0.5,1,2,0,0.5,1,1,1,0.5,150,4.5,750,120,100,120,100,90,"Sinnoh",30720,1250000,0,680,"3"
"Cresselia","Cresselia<U+30AF><U+30EC><U+30BB><U+30EA><U+30A2>",488,"Lunar Pokémon","IV","Sinnoh",1,"Psychic","None","Levitate",NA,NA,NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,120,1.5,85.6,70,120,75,130,85,"Sinnoh",30720,1250000,100,600,"3"
"Phione","Phione<U+30D5><U+30A3><U+30AA><U+30CD>",489,"Sea Drifter Pokémon","IV","Sinnoh",0,"Water","None","Hydration",NA,NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,80,0.4,3.1,80,80,80,80,80,"Sinnoh",10240,1250000,70,480,"30"
"Manaphy","Manaphy<U+30DE><U+30CA><U+30D5><U+30A3>",490,"Seafaring Pokémon","IV","Sinnoh",1,"Water","None","Hydration",NA,NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,0.3,1.4,100,100,100,100,100,"Sinnoh",2560,1250000,70,600,"3"
"Darkrai","Darkrai<U+30C0><U+30FC><U+30AF><U+30E9><U+30A4>",491,"Pitch-Black Pokémon","IV","Sinnoh",1,"Dark","None","Bad Dreams",NA,NA,NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,70,1.5,50.5,90,90,135,90,125,"Sinnoh",30720,1250000,0,600,"3"
"Shaymin","Shaymin (sky Forme)<U+30B7><U+30A7><U+30A4><U+30DF>",492,"Gratitude Pokémon","IV","Sinnoh",1,"Grass","Grass","Natural Cure"," Serene Grace",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,100,0.2,2.1,103,75,120,75,127,"Sinnoh",30720,1059860,100,600,"45"
"Arceus","Arceus<U+30A2><U+30EB><U+30BB><U+30A6><U+30B9>",493,"Alpha Pokémon","IV","Sinnoh",1,"Normal","None","Multitype",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,120,3.2,320,120,120,120,120,120,"Sinnoh",30720,1250000,0,720,"3"
"Victini","Victini<U+30D3><U+30AF><U+30C6><U+30A3><U+30CB>",494,"Victory Pokémon","V","Unova",1,"Psychic","Fire","Victory Star",NA,NA,NA,NA,NA,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,100,0.4,4,100,100,100,100,100,"Unova",30720,1250000,100,600,"3"
"Snivy","Tsutarja<U+30C4><U+30BF><U+30FC><U+30B8><U+30E3>",495,"Grass Snake Pokémon","V","Unova",0,"Grass","None","Overgrow"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,0.6,8.1,45,55,45,55,63,"Unova",5120,1059860,70,308,"45"
"Servine","Janovy<U+30B8><U+30E3><U+30CE><U+30D3><U+30FC>",496,"Grass Snake Pokémon","V","Unova",0,"Grass","None","Overgrow"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,0.8,16,60,75,60,75,83,"Unova",5120,1059860,70,413,"45"
"Serperior","Jalorda<U+30B8><U+30E3><U+30ED><U+30FC><U+30C0>",497,"Regal Pokémon","V","Unova",0,"Grass","None","Overgrow"," Contrary",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,3.3,63,75,95,75,95,113,"Unova",5120,1059860,70,528,"45"
"Tepig","Pokabu<U+30DD><U+30AB><U+30D6>",498,"Fire Pig Pokémon","V","Unova",0,"Fire","None","Blaze"," Thick Fat",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,65,0.5,9.9,63,45,45,45,45,"Unova",5120,1059860,70,308,"45"
"Pignite","Chaoboo<U+30C1><U+30E3><U+30AA><U+30D6><U+30FC>",499,"Fire Pig Pokémon","V","Unova",0,"Fire","Fighting","Blaze"," Thick Fat",NA,NA,NA,NA,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,90,1,55.5,93,55,70,55,55,"Unova",5120,1059860,70,418,"45"
"Emboar","Enbuoh<U+30A8><U+30F3><U+30D6><U+30AA><U+30FC>",500,"Mega Fire Pig Pokémon","V","Unova",0,"Fire","Fighting","Blaze"," Reckless",NA,NA,NA,NA,0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,110,1.6,150,123,65,100,65,65,"Unova",5120,1059860,70,528,"45"
"Oshawott","Mijumaru<U+30DF><U+30B8><U+30E5><U+30DE><U+30EB>",501,"Sea Otter Pokémon","V","Unova",0,"Water","None","Torrent"," Shell Armor",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,0.5,5.9,55,45,63,45,45,"Unova",5120,1059860,70,308,"45"
"Dewott","Futachimaru<U+30D5><U+30BF><U+30C1><U+30DE><U+30EB>",502,"Discipline Pokémon","V","Unova",0,"Water","None","Torrent"," Shell Armor",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,0.8,24.5,75,60,83,60,60,"Unova",5120,1059860,70,413,"45"
"Samurott","Daikenki<U+30C0><U+30A4><U+30B1><U+30F3><U+30AD>",503,"Formidable Pokémon","V","Unova",0,"Water","None","Torrent"," Shell Armor",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,95,1.5,94.6,100,85,108,70,70,"Unova",5120,1059860,70,528,"45"
"Patrat","Minezumi<U+30DF><U+30CD><U+30BA><U+30DF>",504,"Scout Pokémon","V","Unova",0,"Normal","None","Run Away"," Keen Eye"," Analytic",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,0.5,11.6,55,39,35,39,42,"Unova",3840,1000000,70,255,"255"
"Watchog","Miruhog<U+30DF><U+30EB><U+30DB><U+30C3><U+30B0>",505,"Lookout Pokémon","V","Unova",0,"Normal","None","Illuminate"," Keen Eye"," Analytic",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,1.1,27,85,69,60,69,77,"Unova",5120,1000000,70,420,"255"
"Lillipup","Yorterrie<U+30E8><U+30FC><U+30C6><U+30EA><U+30FC>",506,"Puppy Pokémon","V","Unova",0,"Normal","None","Vital Spirit"," Pickup"," Run Away",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,0.4,4.1,60,45,25,45,55,"Unova",3840,1059860,70,275,"255"
"Herdier","Herderrie<U+30CF><U+30FC><U+30C7><U+30EA><U+30A2>",507,"Loyal Dog Pokémon","V","Unova",0,"Normal","None","Intimidate"," Sand Rush"," Scrappy",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,0.9,14.7,80,65,35,65,60,"Unova",3840,1059860,70,370,"120"
"Stoutland","Mooland<U+30E0><U+30FC><U+30E9><U+30F3><U+30C9>",508,"Big-Hearted Pokémon","V","Unova",0,"Normal","None","Intimidate"," Sand Rush"," Scrappy",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,1.2,61,110,90,45,90,80,"Unova",3840,1059860,70,500,"45"
"Purrloin","Choroneko<U+30C1><U+30E7><U+30ED><U+30CD><U+30B3>",509,"Devious Pokémon","V","Unova",0,"Dark","None","Limber"," Unburden"," Prankster",NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,41,0.4,10.1,50,37,50,37,66,"Unova",5120,1000000,70,281,"255"
"Liepard","Lepardas<U+30EC><U+30D1><U+30EB><U+30C0><U+30B9>",510,"Cruel Pokémon","V","Unova",0,"Dark","None","Limber"," Unburden"," Prankster",NA,NA,NA,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,64,1.1,37.5,88,50,88,50,106,"Unova",5120,1000000,70,446,"90"
"Pansage","Yanappu<U+30E4><U+30CA><U+30C3><U+30D7>",511,"Grass Monkey Pokémon","V","Unova",0,"Grass","None","Gluttony"," Overgrow",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,50,0.6,10.5,53,48,53,48,64,"Unova",5120,1000000,70,316,"190"
"Simisage","Yanakkie<U+30E4><U+30CA><U+30C3><U+30AD><U+30FC>",512,"Thorn Monkey Pokémon","V","Unova",0,"Grass","None","Gluttony"," Overgrow",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,1.1,30.5,98,63,98,63,101,"Unova",5120,1000000,70,498,"75"
"Pansear","Baoppu<U+30D0><U+30AA><U+30C3><U+30D7>",513,"High Temp Pokémon","V","Unova",0,"Fire","None","Gluttony"," Blaze",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,50,0.6,11,53,48,53,48,64,"Unova",5120,1000000,70,316,"190"
"Simisear","Baokkie<U+30D0><U+30AA><U+30C3><U+30AD><U+30FC>",514,"Ember Pokémon","V","Unova",0,"Fire","None","Gluttony"," Blaze",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,1,28,98,63,98,63,101,"Unova",5120,1000000,70,498,"75"
"Panpour","Hiyappu<U+30D2><U+30E4><U+30C3><U+30D7>",515,"Spray Pokémon","V","Unova",0,"Water","None","Gluttony"," Torrent",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.6,13.5,53,48,53,48,64,"Unova",5120,1000000,70,316,"190"
"Simipour","Hiyakkie<U+30D2><U+30E4><U+30C3><U+30AD><U+30FC>",516,"Geyser Pokémon","V","Unova",0,"Water","None","Gluttony"," Torrent",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,1,29,98,63,98,63,101,"Unova",5120,1000000,70,498,"75"
"Munna","Munna<U+30E0><U+30F3><U+30CA>",517,"Dream Eater Pokémon","V","Unova",0,"Psychic","None","Forewarn"," Synchronize"," Telepathy",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,76,0.6,23.3,25,45,67,55,24,"Unova",2560,800000,70,292,"190"
"Musharna","Musharna<U+30E0><U+30B7><U+30E3><U+30FC><U+30CA>",518,"Drowsing Pokémon","V","Unova",0,"Psychic","None","Forewarn"," Synchronize"," Telepathy",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,116,1.1,60.5,55,85,107,95,29,"Unova",2560,800000,70,487,"75"
"Pidove","Mamepato<U+30DE><U+30E1><U+30D1><U+30C8>",519,"Tiny Pigeon Pokémon","V","Unova",0,"Normal","Flying","Big Pecks"," Super Luck"," Rivalry",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,50,0.3,2.1,55,50,36,30,43,"Unova",3840,1059860,70,264,"255"
"Tranquill","Hatoboh<U+30CF><U+30C8><U+30FC><U+30DC><U+30FC>",520,"Wild Pigeon Pokémon","V","Unova",0,"Normal","Flying","Big Pecks"," Super Luck"," Rivalry",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,62,0.6,15,77,62,50,42,65,"Unova",3840,1059860,70,358,"120"
"Unfezant","Kenhallow<U+30B1><U+30F3><U+30DB><U+30ED><U+30A6>",521,"Proud Pokémon","V","Unova",0,"Normal","Flying","Big Pecks"," Super Luck"," Rivalry",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,80,1.2,29,115,80,65,55,93,"Unova",3840,1059860,70,488,"45"
"Blitzle","Shimama<U+30B7><U+30DE><U+30DE>",522,"Electrified Pokémon","V","Unova",0,"Electric","None","Lightningrod"," Motor Drive"," Sap Sipper",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,45,0.8,29.8,60,32,50,32,76,"Unova",5120,1000000,70,295,"190"
"Zebstrika","Zebraika<U+30BC><U+30D6><U+30E9><U+30A4><U+30AB>",523,"Thunderbolt Pokémon","V","Unova",0,"Electric","None","Lightningrod"," Motor Drive"," Sap Sipper",NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,75,1.6,79.5,100,63,80,63,116,"Unova",5120,1000000,70,497,"75"
"Roggenrola","Dangoro<U+30C0><U+30F3><U+30B4><U+30ED>",524,"Mantle Pokémon","V","Unova",0,"Rock","None","Sturdy"," Weak Armor"," Sand Force",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,55,0.4,18,75,85,25,25,15,"Unova",3840,1059860,70,280,"255"
"Boldore","Gantle<U+30AC><U+30F3><U+30C8><U+30EB>",525,"Ore Pokémon","V","Unova",0,"Rock","None","Sturdy"," Weak Armor"," Sand Force",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,70,0.9,102,105,105,50,40,20,"Unova",3840,1059860,70,390,"120"
"Gigalith","Gigaiath<U+30AE><U+30AC><U+30A4><U+30A2><U+30B9>",526,"Compressed Pokémon","V","Unova",0,"Rock","None","Sturdy"," Sand Stream"," Sand Force",NA,NA,NA,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,85,1.7,260,135,130,60,80,25,"Unova",3840,1059860,70,515,"45"
"Woobat","Koromori<U+30B3><U+30ED><U+30E2><U+30EA>",527,"Bat Pokémon","V","Unova",0,"Psychic","Flying","Unaware"," Klutz"," Simple",NA,NA,NA,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,65,0.4,2.1,45,43,55,43,72,"Unova",3840,1000000,70,323,"190"
"Swoobat","Kokoromori<U+30B3><U+30B3><U+30ED><U+30E2><U+30EA>",528,"Courting Pokémon","V","Unova",0,"Psychic","Flying","Unaware"," Klutz"," Simple",NA,NA,NA,1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,67,0.9,10.5,57,55,77,55,114,"Unova",3840,1000000,70,425,"45"
"Drilbur","Mogurew<U+30E2><U+30B0><U+30EA><U+30E5><U+30FC>",529,"Mole Pokémon","V","Unova",0,"Ground","None","Sand Rush"," Sand Force"," Mold Breaker",NA,NA,NA,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,0.3,8.5,85,40,30,45,68,"Unova",5120,1000000,70,328,"120"
"Excadrill","Doryuzu<U+30C9><U+30EA><U+30E5><U+30A6><U+30BA>",530,"Subterrene Pokémon","V","Unova",0,"Ground","Steel","Sand Rush"," Sand Force"," Mold Breaker",NA,NA,NA,0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,110,0.7,40.4,135,60,50,65,88,"Unova",5120,1000000,70,508,"60"
"Audino","Tabunne<U+30BF><U+30D6><U+30F3><U+30CD>",531,"Hearing Pokémon","V","Unova",0,"Normal","None","Healer"," Regenerator"," Klutz",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,103,1.1,31,60,126,80,126,50,"Unova",5120,800000,70,545,"255"
"Timburr","Dokkorer<U+30C9><U+30C3><U+30B3><U+30E9><U+30FC>",532,"Muscular Pokémon","V","Unova",0,"Fighting","None","Guts"," Sheer Force"," Iron Fist",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75,0.6,12.5,80,55,25,35,35,"Unova",5120,1059860,70,305,"180"
"Gurdurr","Dotekkotsu<U+30C9><U+30C6><U+30C3><U+30B3><U+30C4>",533,"Muscular Pokémon","V","Unova",0,"Fighting","None","Guts"," Sheer Force"," Iron Fist",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,85,1.2,40,105,85,40,50,40,"Unova",5120,1059860,70,405,"90"
"Conkeldurr","Roubushin<U+30ED><U+30FC><U+30D6><U+30B7><U+30F3>",534,"Muscular Pokémon","V","Unova",0,"Fighting","None","Guts"," Sheer Force"," Iron Fist",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,1.4,87,140,95,55,65,45,"Unova",5120,1059860,70,505,"45"
"Tympole","Otamaro<U+30AA><U+30BF><U+30DE><U+30ED>",535,"Tadpole Pokémon","V","Unova",0,"Water","None","Swift Swim"," Hydration"," Water Absorb",NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,0.5,4.5,50,40,50,40,64,"Unova",5120,1059860,70,294,"255"
"Palpitoad","Gamagaru<U+30AC><U+30DE><U+30AC><U+30EB>",536,"Vibration Pokémon","V","Unova",0,"Water","Ground","Swift Swim"," Hydration"," Water Absorb",NA,NA,NA,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,75,0.8,17,65,55,65,55,69,"Unova",5120,1059860,70,384,"120"
"Seismitoad","Gamageroge<U+30AC><U+30DE><U+30B2><U+30ED><U+30B2>",537,"Vibration Pokémon","V","Unova",0,"Water","Ground","Swift Swim"," Poison Touch"," Water Absorb",NA,NA,NA,1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,105,1.5,62,95,75,85,75,74,"Unova",5120,1059860,70,509,"45"
"Throh","Nageki<U+30CA><U+30B2><U+30AD>",538,"Judo Pokémon","V","Unova",0,"Fighting","None","Guts"," Inner Focus"," Mold Breaker",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,1.3,55.5,100,85,30,85,45,"Unova",5120,1000000,70,465,"45"
"Sawk","Dageki<U+30C0><U+30B2><U+30AD>",539,"Karate Pokémon","V","Unova",0,"Fighting","None","Sturdy"," Inner Focus"," Mold Breaker",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,75,1.4,51,125,75,30,75,85,"Unova",5120,1000000,70,465,"45"
"Sewaddle","Kurumiru<U+30AF><U+30EB><U+30DF><U+30EB>",540,"Sewing Pokémon","V","Unova",0,"Bug","Grass","Swarm"," Chlorophyll"," Overcoat",NA,NA,NA,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,45,0.3,2.5,53,70,40,60,42,"Unova",3840,1059860,70,310,"255"
"Swadloon","Kurumayu<U+30AF><U+30EB><U+30DE><U+30E6>",541,"Leaf-Wrapped Pokémon","V","Unova",0,"Bug","Grass","Leaf Guard"," Chlorophyll"," Overcoat",NA,NA,NA,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,55,0.5,7.3,63,90,50,80,42,"Unova",3840,1059860,70,380,"120"
"Leavanny","Hahakomori<U+30CF><U+30CF><U+30B3><U+30E2><U+30EA>",542,"Nurturing Pokémon","V","Unova",0,"Bug","Grass","Swarm"," Chlorophyll"," Overcoat",NA,NA,NA,2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,75,1.2,20.5,103,80,70,80,92,"Unova",3840,1059860,70,500,"45"
"Venipede","Fushide<U+30D5><U+30B7><U+30C7>",543,"Centipede Pokémon","V","Unova",0,"Bug","Poison","Poison Point"," Swarm"," Speed Boost",NA,NA,NA,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,30,0.4,5.3,45,59,30,39,57,"Unova",3840,1059860,70,260,"255"
"Whirlipede","Wheega<U+30DB><U+30A4><U+30FC><U+30AC>",544,"Curlipede Pokémon","V","Unova",0,"Bug","Poison","Poison Point"," Swarm"," Speed Boost",NA,NA,NA,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,40,1.2,58.5,55,99,40,79,47,"Unova",3840,1059860,70,360,"120"
"Scolipede","Pendror<U+30DA><U+30F3><U+30C9><U+30E9><U+30FC>",545,"Megapede Pokémon","V","Unova",0,"Bug","Poison","Poison Point"," Swarm"," Speed Boost",NA,NA,NA,0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,60,2.5,200.5,100,89,55,69,112,"Unova",5120,1059860,70,485,"45"
"Cottonee","Monmen<U+30E2><U+30F3><U+30E1><U+30F3>",546,"Cotton Puff Pokémon","V","Unova",0,"Grass","Fairy","Prankster"," Infiltrator"," Chlorophyll",NA,NA,NA,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,40,0.3,0.6,27,60,37,50,66,"Unova",5120,1000000,70,280,"190"
"Whimsicott","Elfuun<U+30A8><U+30EB><U+30D5><U+30FC><U+30F3>",547,"Windveiled Pokémon","V","Unova",0,"Grass","Fairy","Prankster"," Infiltrator"," Chlorophyll",NA,NA,NA,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,60,0.7,6.6,67,85,77,75,116,"Unova",5120,1000000,70,480,"75"
"Petilil","Churine<U+30C1><U+30E5><U+30EA><U+30CD>",548,"Bulb Pokémon","V","Unova",0,"Grass","None","Chlorophyll"," Own Tempo"," Leaf Guard",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,0.5,6.6,35,50,70,50,30,"Unova",5120,1000000,70,280,"190"
"Lilligant","Dredear<U+30C9><U+30EC><U+30C7><U+30A3><U+30A2>",549,"Flowering Pokémon","V","Unova",0,"Grass","None","Chlorophyll"," Own Tempo"," Leaf Guard",NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,70,1.1,16.3,60,75,110,75,90,"Unova",5120,1000000,70,480,"75"
"Basculin","Bassrao<U+30D0><U+30B9><U+30E9><U+30AA>",550,"Hostile Pokémon","V","Unova",0,"Water","None","Reckless"," Rock Head"," Adaptability"," Mold Breaker",NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,1,18,92,65,80,55,98,"Unova",10240,1000000,70,460,"25"
