"","Pokedex_Number","Classfication","Generation","Region","Is_Legendary","Type_1","Type_2","Ability_1","Ability_2","Ability_3","Ability_4","Ability_5","Ability_6","Against_Bug","Against_Dark","Against_Dragon","Against_Electric","Against_Fairy","Against_Fight","Against_Fire","Against_Flying","Against_Ghost","Against_Grass","Against_Ground","Against_Ice","Against_Normal","Against_Poison","Against_Psychic","Against_Rock","Against_Steel","Against_Water","Hp","Height_m","Weight_Kg","Attack","Defense","Sp_Attack","Sp_Defense","Speed","Base_Egg_Steps","Experience_Growth","Base_Happiness","Base_Total","Capture_Rate"
"Vanillite",582,"Fresh Snow Pokémon","V","Unova",0,"Ice","None","Ice Body"," Snow Cloak"," Weak Armor",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,36,0.4,5.7,50,50,65,60,44,5120,1250000,70,305,255
"Vanillish",583,"Icy Snow Pokémon","V","Unova",0,"Ice","None","Ice Body"," Snow Cloak"," Weak Armor",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,51,1.1,41,65,65,80,75,59,5120,1250000,70,395,120
"Vanilluxe",584,"Snowstorm Pokémon","V","Unova",0,"Ice","None","Ice Body"," Snow Warning"," Weak Armor",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,71,1.3,57.5,95,85,110,95,79,5120,1250000,70,535,45
"Deerling",585,"Season Pokémon","V","Unova",0,"Normal","Grass","Chlorophyll"," Sap Sipper"," Serene Grace",NA,NA,NA,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,60,0.6,19.5,60,50,40,50,75,5120,1000000,70,335,190
"Sawsbuck",586,"Season Pokémon","V","Unova",0,"Normal","Grass","Chlorophyll"," Sap Sipper"," Serene Grace",NA,NA,NA,2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,80,1.9,92.5,100,70,60,70,95,5120,1000000,70,475,75
"Emolga",587,"Sky Squirrel Pokémon","V","Unova",0,"Electric","Flying","Static"," Motor Drive",NA,NA,NA,NA,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,55,0.4,5,75,60,75,60,103,5120,1000000,70,428,200
"Karrablast",588,"Clamping Pokémon","V","Unova",0,"Bug","None","Swarm"," Shed Skin"," No Guard",NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.5,5.9,75,45,40,45,60,3840,1000000,70,315,200
"Escavalier",589,"Cavalry Pokémon","V","Unova",0,"Bug","Steel","Swarm"," Shell Armor"," Overcoat",NA,NA,NA,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,70,1,33,135,105,60,105,20,3840,1000000,70,495,75
"Foongus",590,"Mushroom Pokémon","V","Unova",0,"Grass","Poison","Effect Spore"," Regenerator",NA,NA,NA,NA,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,69,0.2,1,55,45,55,55,15,5120,1000000,70,294,190
"Amoonguss",591,"Mushroom Pokémon","V","Unova",0,"Grass","Poison","Effect Spore"," Regenerator",NA,NA,NA,NA,1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,114,0.6,10.5,85,70,85,80,30,5120,1000000,70,464,75
"Frillish",592,"Floating Pokémon","V","Unova",0,"Water","Ghost","Water Absorb"," Cursed Body"," Damp",NA,NA,NA,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,55,1.2,33,40,50,65,85,40,5120,1000000,70,335,190
"Jellicent",593,"Floating Pokémon","V","Unova",0,"Water","Ghost","Water Absorb"," Cursed Body"," Damp",NA,NA,NA,0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,100,2.2,135,60,70,85,105,60,5120,1000000,70,480,60
"Alomomola",594,"Caring Pokémon","V","Unova",0,"Water","None","Healer"," Hydration"," Regenerator",NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,165,1.2,31.6,75,80,40,45,65,10240,800000,70,470,75
"Joltik",595,"Attaching Pokémon","V","Unova",0,"Bug","Electric","Compoundeyes"," Unnerve"," Swarm",NA,NA,NA,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,50,0.1,0.6,47,50,57,50,65,5120,1000000,70,319,190
"Galvantula",596,"EleSpider Pokémon","V","Unova",0,"Bug","Electric","Compoundeyes"," Unnerve"," Swarm",NA,NA,NA,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,70,0.8,14.3,77,60,97,60,108,5120,1000000,70,472,75
"Ferroseed",597,"Thorn Seed Pokémon","V","Unova",0,"Grass","Steel","Iron Barbs",NA,NA,NA,NA,NA,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,44,0.6,18.8,50,91,24,86,10,5120,1000000,70,305,255
"Ferrothorn",598,"Thorn Pod Pokémon","V","Unova",0,"Grass","Steel","Iron Barbs"," Anticipation",NA,NA,NA,NA,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5,74,1,110,94,131,54,116,20,5120,1000000,70,489,90
"Klink",599,"Gear Pokémon","V","Unova",0,"Steel","None","Plus"," Minus"," Clear Body",NA,NA,NA,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,40,0.3,21,55,70,45,60,30,5120,1059860,70,300,130
"Klang",600,"Gear Pokémon","V","Unova",0,"Steel","None","Plus"," Minus"," Clear Body",NA,NA,NA,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,60,0.6,51,80,95,70,85,50,5120,1059860,70,440,60
"Klinklang",601,"Gear Pokémon","V","Unova",0,"Steel","None","Plus"," Minus"," Clear Body",NA,NA,NA,0.5,1,0.5,1,0.5,2,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,0.5,1,60,0.6,81,100,115,70,85,90,5120,1059860,70,520,30
"Tynamo",602,"EleFish Pokémon","V","Unova",0,"Electric","None","Levitate",NA,NA,NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,35,0.2,0.3,55,40,45,40,60,5120,1250000,70,275,190
"Eelektrik",603,"EleFish Pokémon","V","Unova",0,"Electric","None","Levitate",NA,NA,NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,65,1.2,22,85,70,75,70,40,5120,1250000,70,405,60
"Eelektross",604,"EleFish Pokémon","V","Unova",0,"Electric","None","Levitate",NA,NA,NA,NA,NA,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,2.1,80.5,115,80,105,80,50,5120,1250000,70,515,30
"Elgyem",605,"Cerebral Pokémon","V","Unova",0,"Psychic","None","Telepathy"," Synchronize"," Analytic",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,0.5,9,55,55,85,55,30,5120,1000000,70,335,255
"Beheeyem",606,"Cerebral Pokémon","V","Unova",0,"Psychic","None","Telepathy"," Synchronize"," Analytic",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,75,1,34.5,75,75,125,95,40,5120,1000000,70,485,90
"Litwick",607,"Candle Pokémon","V","Unova",0,"Ghost","Fire","Flash Fire"," Flame Body"," Infiltrator",NA,NA,NA,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,50,0.3,3.1,30,55,65,55,20,5120,1059860,70,275,190
"Lampent",608,"Lamp Pokémon","V","Unova",0,"Ghost","Fire","Flash Fire"," Flame Body"," Infiltrator",NA,NA,NA,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,60,0.6,13,40,60,95,60,55,5120,1059860,70,370,90
"Chandelure",609,"Luring Pokémon","V","Unova",0,"Ghost","Fire","Flash Fire"," Flame Body"," Infiltrator",NA,NA,NA,0.25,2,1,1,0.5,0,0.5,1,2,0.5,2,0.5,0,0.5,1,2,0.5,2,60,1,34.3,55,90,145,90,80,5120,1059860,70,520,45
"Axew",610,"Tusk Pokémon","V","Unova",0,"Dragon","None","Rivalry"," Mold Breaker"," Unnerve",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,46,0.6,18,87,60,30,40,57,10240,1250000,35,320,75
"Fraxure",611,"Axe Jaw Pokémon","V","Unova",0,"Dragon","None","Rivalry"," Mold Breaker"," Unnerve",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,66,1,36,117,70,40,50,67,10240,1250000,35,410,60
"Haxorus",612,"Axe Jaw Pokémon","V","Unova",0,"Dragon","None","Rivalry"," Mold Breaker"," Unnerve",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,76,1.8,105.5,147,90,60,70,97,10240,1250000,35,540,45
"Cubchoo",613,"Chill Pokémon","V","Unova",0,"Ice","None","Snow Cloak"," Slush Rush"," Rattled",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,55,0.5,8.5,70,40,60,40,40,5120,1000000,70,305,120
"Beartic",614,"Freezing Pokémon","V","Unova",0,"Ice","None","Snow Cloak"," Slush Rush"," Swift Swim",NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,2.6,260,130,80,70,80,50,5120,1000000,70,505,60
"Cryogonal",615,"Crystallizing Pokémon","V","Unova",0,"Ice","None","Levitate",NA,NA,NA,NA,NA,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,80,1.1,148,50,50,95,135,105,6400,1000000,70,515,25
"Shelmet",616,"Snail Pokémon","V","Unova",0,"Bug","None","Hydration"," Shell Armor"," Overcoat",NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,50,0.4,7.7,40,85,40,65,25,3840,1000000,70,305,200
"Accelgor",617,"Shell Out Pokémon","V","Unova",0,"Bug","None","Hydration"," Sticky Hold"," Unburden",NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,80,0.8,25.3,70,40,100,60,145,3840,1000000,70,495,75
"Stunfisk",618,"Trap Pokémon","V","Unova",0,"Ground","Electric","Static"," Limber"," Sand Veil",NA,NA,NA,1,1,1,0,1,1,1,0.5,1,2,2,2,1,0.5,1,0.5,0.5,2,109,0.7,11,66,84,81,99,32,5120,1000000,70,471,75
"Mienfoo",619,"Martial Arts Pokémon","V","Unova",0,"Fighting","None","Inner Focus"," Regenerator"," Reckless",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,45,0.9,20,85,50,55,50,65,6400,1059860,70,350,180
"Mienshao",620,"Martial Arts Pokémon","V","Unova",0,"Fighting","None","Inner Focus"," Regenerator"," Reckless",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,65,1.4,35.5,125,60,95,60,105,6400,1059860,70,510,45
"Druddigon",621,"Cave Pokémon","V","Unova",0,"Dragon","None","Rough Skin"," Sheer Force"," Mold Breaker",NA,NA,NA,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,77,1.6,139,120,90,60,90,48,7680,1000000,70,485,45
"Golett",622,"Automaton Pokémon","V","Unova",0,"Ground","Ghost","Iron Fist"," Klutz"," No Guard",NA,NA,NA,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,59,1,92,74,50,35,50,35,6400,1000000,70,303,190
"Golurk",623,"Automaton Pokémon","V","Unova",0,"Ground","Ghost","Iron Fist"," Klutz"," No Guard",NA,NA,NA,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2,89,2.8,330,124,80,55,80,55,6400,1000000,70,483,90
"Pawniard",624,"Sharp Blade Pokémon","V","Unova",0,"Dark","Steel","Defiant"," Inner Focus"," Pressure",NA,NA,NA,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,45,0.5,10.2,85,70,40,40,60,5120,1000000,35,340,120
"Bisharp",625,"Sword Blade Pokémon","V","Unova",0,"Dark","Steel","Defiant"," Inner Focus"," Pressure",NA,NA,NA,1,0.5,0.5,1,1,4,2,0.5,0.5,0.5,2,0.5,0.5,0,0,0.5,0.5,1,65,1.6,70,125,100,60,70,70,5120,1000000,35,490,45
"Bouffalant",626,"Bash Buffalo Pokémon","V","Unova",0,"Normal","None","Reckless"," Sap Sipper"," Soundproof",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,1.6,94.6,110,95,40,95,55,5120,1000000,70,490,45
"Rufflet",627,"Eaglet Pokémon","V","Unova",0,"Normal","Flying","Keen Eye"," Sheer Force"," Hustle",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,70,0.5,10.5,83,50,37,50,60,5120,1250000,70,350,190
"Braviary",628,"Valiant Pokémon","V","Unova",0,"Normal","Flying","Keen Eye"," Sheer Force"," Defiant",NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,100,1.5,41,123,75,57,75,80,5120,1250000,70,510,60
"Vullaby",629,"Diapered Pokémon","V","Unova",0,"Dark","Flying","Big Pecks"," Overcoat"," Weak Armor",NA,NA,NA,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,70,0.5,9,55,75,45,65,60,5120,1250000,35,370,190
"Mandibuzz",630,"Bone Vulture Pokémon","V","Unova",0,"Dark","Flying","Big Pecks"," Overcoat"," Weak Armor",NA,NA,NA,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1,110,1.2,39.5,65,105,55,95,80,5120,1250000,35,510,60
"Heatmor",631,"Anteater Pokémon","V","Unova",0,"Fire","None","Gluttony"," Flash Fire"," White Smoke",NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,85,1.4,58,97,66,105,66,65,5120,1000000,70,484,90
"Durant",632,"Iron Ant Pokémon","V","Unova",0,"Bug","Steel","Swarm"," Hustle"," Truant",NA,NA,NA,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,58,0.3,33,109,112,48,48,109,5120,1000000,70,484,90
"Deino",633,"Irate Pokémon","V","Unova",0,"Dark","Dragon","Hustle",NA,NA,NA,NA,NA,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,52,0.8,17.3,65,50,45,50,38,10240,1250000,35,300,45
"Zweilous",634,"Hostile Pokémon","V","Unova",0,"Dark","Dragon","Hustle",NA,NA,NA,NA,NA,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,72,1.4,50,85,70,65,70,58,10240,1250000,35,420,45
"Hydreigon",635,"Brutal Pokémon","V","Unova",0,"Dark","Dragon","Levitate",NA,NA,NA,NA,NA,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5,92,1.8,160,105,90,125,90,98,10240,1250000,35,600,45
"Larvesta",636,"Torch Pokémon","V","Unova",0,"Bug","Fire","Flame Body"," Swarm",NA,NA,NA,NA,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,55,1.1,28.8,85,55,50,55,60,10240,1250000,70,360,45
"Volcarona",637,"Sun Pokémon","V","Unova",0,"Bug","Fire","Flame Body"," Swarm",NA,NA,NA,NA,0.5,1,1,1,0.5,0.5,1,2,1,0.25,1,0.5,1,1,1,4,0.5,2,85,1.6,46,60,65,135,105,100,10240,1250000,70,550,15
"Cobalion",638,"Iron Will Pokémon","V","Unova",1,"Steel","Fighting","Justified",NA,NA,NA,NA,NA,0.25,0.5,0.5,1,1,2,2,1,1,0.5,2,0.5,0.5,0,1,0.25,0.5,1,91,2.1,250,90,129,90,72,108,20480,1250000,35,580,3
"Terrakion",639,"Cavern Pokémon","V","Unova",1,"Rock","Fighting","Justified",NA,NA,NA,NA,NA,0.5,0.5,1,1,2,2,0.5,1,1,2,2,1,0.5,0.5,2,0.5,2,2,91,1.9,260,129,90,72,90,108,20480,1250000,35,580,3
"Virizion",640,"Grassland Pokémon","V","Unova",1,"Grass","Fighting","Justified",NA,NA,NA,NA,NA,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,91,2,200,90,72,90,129,108,20480,1250000,35,580,3
"Tornadus",641,"Cyclone Pokémon","V","Unova",1,"Flying","None","Prankster"," Defiant"," Regenerator",NA,NA,NA,0.5,1,1,2,1,0.5,1,1,1,0.5,0,2,1,1,1,2,1,1,79,1.5,63,100,80,110,90,121,30720,1250000,90,580,3
"Thundurus",642,"Bolt Strike Pokémon","V","Unova",1,"Electric","Flying","Prankster"," Defiant"," Volt Absorb",NA,NA,NA,0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,79,1.5,61,105,70,145,80,101,30720,1250000,90,580,3
"Reshiram",643,"Vast White Pokémon","V","Unova",1,"Dragon","Fire","Turboblaze",NA,NA,NA,NA,NA,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1,100,3.2,330,120,100,150,120,90,30720,1250000,0,680,3
"Zekrom",644,"Deep Black Pokémon","V","Unova",1,"Dragon","Electric","Teravolt",NA,NA,NA,NA,NA,1,1,2,0.25,2,1,0.5,0.5,1,0.5,2,2,1,1,1,1,0.5,0.5,100,2.9,345,150,120,120,100,90,30720,1250000,0,680,3
"Landorus",645,"Abundance Pokémon","V","Unova",1,"Ground","Flying","Sand Force"," Sheer Force"," Intimidate",NA,NA,NA,0.5,1,1,0,1,0.5,1,1,1,1,0,4,1,0.5,1,1,1,2,89,1.5,68,145,90,105,80,91,30720,1250000,90,600,3
"Kyurem",646,"Boundary Pokémon","V","Unova",1,"Dragon","Ice","Pressure"," Teravolt"," Turboblaze",NA,NA,NA,1,1,2,0.5,2,2,1,1,1,0.5,1,1,1,1,1,2,2,0.5,125,3,325,120,90,170,100,95,30720,1250000,0,700,3
"Keldeo",647,"Colt Pokémon","V","Unova",1,"Water","Fighting","Justified",NA,NA,NA,NA,NA,0.5,0.5,1,2,2,1,0.5,2,1,2,1,0.5,1,1,2,0.5,0.5,0.5,91,1.4,48.5,72,90,129,90,108,20480,1250000,35,580,3
"Meloetta",648,"Melody Pokémon","V","Unova",1,"Normal","Psychic","Serene Grace",NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1,100,0.6,6.5,128,90,77,77,128,30720,1250000,100,600,3
"Genesect",649,"Paleozoic Pokémon","V","Unova",1,"Bug","Steel","Download",NA,NA,NA,NA,NA,0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,71,1.5,82.5,120,95,120,95,99,30720,1250000,0,600,3
"Chespin",650,"Spiky Nut Pokémon","VI","Kalos",0,"Grass","None","Overgrow"," Bulletproof",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,56,0.4,9,61,65,48,45,38,5120,1059860,70,313,45
"Quilladin",651,"Spiny Armor Pokémon","VI","Kalos",0,"Grass","None","Overgrow"," Bulletproof",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,61,0.7,29,78,95,56,58,57,5120,1059860,70,405,45
"Chesnaught",652,"Spiny Armor Pokémon","VI","Kalos",0,"Grass","Fighting","Overgrow"," Bulletproof",NA,NA,NA,NA,1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,88,1.6,90,107,122,74,75,64,5120,1059860,70,530,45
"Fennekin",653,"Fox Pokémon","VI","Kalos",0,"Fire","None","Blaze"," Magician",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,0.4,9.4,45,40,62,60,60,5120,1059860,70,307,45
"Braixen",654,"Fox Pokémon","VI","Kalos",0,"Fire","None","Blaze"," Magician",NA,NA,NA,NA,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,59,1,14.5,59,58,90,70,73,5120,1059860,70,409,45
"Delphox",655,"Fox Pokémon","VI","Kalos",0,"Fire","Psychic","Blaze"," Magician",NA,NA,NA,NA,1,2,1,1,0.5,0.5,0.5,1,2,0.5,2,0.5,1,1,0.5,2,0.5,2,75,1.5,39,69,72,114,100,104,5120,1059860,70,534,45
"Froakie",656,"Bubble Frog Pokémon","VI","Kalos",0,"Water","None","Torrent"," Protean",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,41,0.3,7,56,40,62,44,71,5120,1059860,70,314,45
"Frogadier",657,"Bubble Frog Pokémon","VI","Kalos",0,"Water","None","Torrent"," Protean",NA,NA,NA,NA,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,54,0.6,10.9,63,52,83,56,97,5120,1059860,70,405,45
"Greninja",658,"Ninja Pokémon","VI","Kalos",0,"Water","Dark","Torrent"," Protean"," Battle Bond",NA,NA,NA,2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,72,1.5,40,145,67,153,71,132,5120,1059860,70,640,45
"Bunnelby",659,"Digging Pokémon","VI","Kalos",0,"Normal","None","Pickup"," Cheek Pouch"," Huge Power",NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,38,0.4,5,36,38,32,36,57,3840,1000000,70,237,255
"Diggersby",660,"Digging Pokémon","VI","Kalos",0,"Normal","Ground","Pickup"," Cheek Pouch"," Huge Power",NA,NA,NA,1,1,1,0,1,2,1,1,0,2,1,2,1,0.5,1,0.5,1,2,85,1,42.4,56,77,50,77,78,3840,1000000,70,423,127
"Fletchling",661,"Tiny Robin Pokémon","VI","Kalos",0,"Normal","Flying","Big Pecks"," Gale Wings",NA,NA,NA,NA,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,45,0.3,1.7,50,43,40,38,62,3840,1059860,70,278,255
"Fletchinder",662,"Ember Pokémon","VI","Kalos",0,"Fire","Flying","Flame Body"," Gale Wings",NA,NA,NA,NA,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,62,0.7,16,73,55,56,52,84,3840,1059860,70,382,120
"Talonflame",663,"Scorching Pokémon","VI","Kalos",0,"Fire","Flying","Flame Body"," Gale Wings",NA,NA,NA,NA,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,78,1.2,24.5,81,71,74,69,126,3840,1059860,70,499,45
"Scatterbug",664,"Scatterdust Pokémon","VI","Kalos",0,"Bug","None","Shield Dust"," Compoundeyes"," Friend Guard",NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,38,0.3,2.5,35,40,27,25,35,3840,1000000,70,200,255
"Spewpa",665,"Scatterdust Pokémon","VI","Kalos",0,"Bug","None","Shed Skin"," Friend Guard",NA,NA,NA,NA,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,0.3,8.4,22,60,27,30,29,3840,1000000,70,213,120
"Vivillon",666,"Scale Pokémon","VI","Kalos",0,"Bug","Flying","Shield Dust"," Compoundeyes"," Friend Guard",NA,NA,NA,0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,80,1.2,17,52,50,90,50,89,3840,1000000,70,411,45
"Litleo",667,"Lion Cub Pokémon","VI","Kalos",0,"Fire","Normal","Rivalry"," Unnerve"," Moxie",NA,NA,NA,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,62,0.6,13.5,50,58,73,54,72,5120,1059860,70,369,220
"Pyroar",668,"Royal Pokémon","VI","Kalos",0,"Fire","Normal","Rivalry"," Unnerve"," Moxie",NA,NA,NA,0.5,1,1,1,0.5,2,0.5,1,0,0.5,2,0.5,1,1,1,2,0.5,2,86,1.5,81.5,68,72,109,66,106,5120,1059860,70,507,65
"Flab<e9>b<e9>",669,"Single Bloom Pokémon","VI","Kalos",0,"Fairy","None","Flower Veil"," Symbiosis",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,44,0.1,0.1,38,39,61,79,42,5120,1000000,70,303,225
"Floette",670,"Fairy Pokémon","VI","Kalos",0,"Fairy","None","Flower Veil"," Symbiosis",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,74,0.2,0.9,65,67,125,128,92,5120,1000000,70,551,120
"Florges",671,"Garden Pokémon","VI","Kalos",0,"Fairy","None","Flower Veil"," Symbiosis",NA,NA,NA,NA,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1,78,1.1,10,65,68,112,154,75,5120,1000000,70,552,45
"Skiddo",672,"Mount Pokémon","VI","Kalos",0,"Grass","None","Sap Sipper"," Grass Pelt",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,66,0.9,31,65,48,62,57,52,5120,1000000,70,350,200
"Gogoat",673,"Mount Pokémon","VI","Kalos",0,"Grass","None","Sap Sipper"," Grass Pelt",NA,NA,NA,NA,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,123,1.7,91,100,62,97,81,68,5120,1000000,70,531,45
"Pancham",674,"Playful Pokémon","VI","Kalos",0,"Fighting","None","Iron Fist"," Mold Breaker"," Scrappy",NA,NA,NA,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,67,0.6,8,82,62,46,48,43,6400,1000000,70,348,220
"Pangoro",675,"Daunting Pokémon","VI","Kalos",0,"Fighting","Dark","Iron Fist"," Mold Breaker"," Scrappy",NA,NA,NA,1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,95,2.1,136,124,78,69,71,58,6400,1000000,70,495,65
"Furfrou",676,"Poodle Pokémon","VI","Kalos",0,"Normal","None","Fur Coat",NA,NA,NA,NA,NA,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,75,1.2,28,80,60,65,90,102,5120,1000000,70,472,160
"Espurr",677,"Restraint Pokémon","VI","Kalos",0,"Psychic","None","Keen Eye"," Infiltrator"," Own Tempo",NA,NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,62,0.3,3.5,48,54,63,60,68,5120,1000000,70,355,190
"Meowstic",678,"Constraint Pokémon","VI","Kalos",0,"Psychic","None","Keen Eye"," Infiltrator"," Prankster"," Competitive",NA,NA,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,74,0.6,8.5,48,76,83,81,104,5120,1000000,70,466,75
